temp,humidity,wind_speed,pressure,clouds,uv_index,rain,source,label_rain,label_hot,label_cold,label_uv_high,label_windy
23.72033759818312,89.59264065174611,7.335604391040214,1032.378758690279,50.50169383291316,3.0,1,weather_forecast_data,1,0,0,0,0
27.879734159310487,46.48970403534824,5.952483593282764,992.6141895121405,4.990052927536981,3.0,0,weather_forecast_data,0,0,0,0,0
25.06908440179109,83.07284289257146,1.3719918180799209,1007.2316201172738,14.855783939243429,3.0,0,weather_forecast_data,0,0,0,0,0
23.622079574922424,74.36775792086564,7.050550632784658,982.6320127095368,67.25528206034686,3.0,1,weather_forecast_data,1,0,0,0,0
20.591369983472617,96.85882241307948,4.6439209259534975,980.8251417426508,47.67644427890656,3.0,0,weather_forecast_data,0,0,0,0,0
26.147352826666403,48.21726041042326,15.258546760433369,1049.738751014439,59.76627863227763,3.0,0,weather_forecast_data,0,0,0,0,1
20.939680281567316,40.79944443606025,2.2325659971252265,1014.1737660638806,45.82750842102168,3.0,0,weather_forecast_data,0,0,0,0,0
32.29432501955199,51.848471069719,2.873620839084101,1006.0417334780344,92.5514972525134,3.0,0,weather_forecast_data,0,1,0,0,0
34.09156901252573,48.05711447385431,5.570206017562278,993.7320466194784,82.52487276907972,3.0,0,weather_forecast_data,0,1,0,0,0
19.58603797064444,82.9782932331459,5.760536586706103,1036.5034571561982,98.0144498972855,3.0,1,weather_forecast_data,1,0,0,0,0
29.79312595206661,81.31765126927587,16.92609873392226,1029.4026903671104,93.92329417135517,3.0,0,weather_forecast_data,0,0,0,0,1
23.22237299382261,76.87794305987336,15.825673129009743,980.1089338550744,72.86978986682412,3.0,1,weather_forecast_data,1,0,0,0,1
24.201114027348307,45.14653801209415,11.572712664104507,1033.9858671128163,5.25304210213815,3.0,0,weather_forecast_data,0,0,0,0,1
33.139915957316525,90.32647652073628,5.771773577200932,987.8037921605496,99.91017766569732,3.0,0,weather_forecast_data,0,1,0,0,0
11.775901454947174,96.96000891012494,6.377567064219846,1046.4042876128824,47.33186956586549,3.0,0,weather_forecast_data,0,0,1,0,0
12.178232492538518,67.21240726760512,11.844365499652891,1003.2915258768854,6.099703563643343,3.0,0,weather_forecast_data,0,0,1,0,1
10.505459936008142,75.45609114405701,14.79733117529648,1011.5771942728558,99.14233105026427,3.0,1,weather_forecast_data,1,0,1,0,1
30.81549613869845,65.04844693143934,7.681961102168988,980.3486633971628,57.03767176214433,3.0,0,weather_forecast_data,0,1,0,0,0
29.453918773746263,49.84904005718227,10.191240572887503,1037.707488191113,45.90040227489703,3.0,0,weather_forecast_data,0,0,0,0,1
31.75030370617048,50.03033227976229,17.76066273065388,1001.5717777961166,1.978943083306328,3.0,0,weather_forecast_data,0,1,0,0,1
34.4654585558191,51.93943659144392,12.995817134168616,1018.9512813318612,42.84011694565088,3.0,0,weather_forecast_data,0,1,0,0,1
29.97896410541809,43.359500291490775,10.711002640838,1044.8620557941772,18.32707471881192,3.0,0,weather_forecast_data,0,0,0,0,1
21.5369840563233,93.13465428405225,1.4244492228378247,990.9355668250896,71.89489921540743,3.0,1,weather_forecast_data,1,0,0,0,0
29.513229407161383,90.087869383268,3.5203042355582204,1040.7130729051646,0.7866902523575692,3.0,0,weather_forecast_data,0,0,0,0,0
12.956860646723332,62.31475529231857,4.019831676312466,1015.0167251589788,53.30356805066168,3.0,0,weather_forecast_data,0,0,1,0,0
25.99802553318809,55.70759887921193,12.462965849045894,1044.7119321839634,4.371621836509809,3.0,0,weather_forecast_data,0,0,0,0,1
13.58383218522616,95.73548495829692,2.1622550340910007,1037.56485351305,71.48299959022737,3.0,1,weather_forecast_data,1,0,1,0,0
33.6167229262396,45.56614284629671,0.5798973996325296,1011.0086021461362,95.30194928093334,3.0,0,weather_forecast_data,0,1,0,0,0
23.04620804375179,68.74793716267612,7.207011153037306,986.209823950032,4.332054824784537,3.0,0,weather_forecast_data,0,0,0,0,0
20.36654849976309,33.814870887951386,14.377183570176154,982.1138218417418,10.30841611668406,3.0,0,weather_forecast_data,0,0,0,0,1
16.613890302615673,43.38415379122143,13.864987086041188,1041.1961566883854,51.55929737435348,3.0,0,weather_forecast_data,0,0,0,0,1
29.355842235855416,72.28188533516568,15.853407039007784,1013.1999442220858,98.24621044111832,3.0,0,weather_forecast_data,0,0,0,0,1
21.403758305413717,76.35285569909188,13.92496512538619,1026.458643554943,41.14567308107999,3.0,0,weather_forecast_data,0,0,0,0,1
24.21084872171621,70.66970730712677,12.26571157202924,1041.7153889946196,61.55729545542656,3.0,1,weather_forecast_data,1,0,0,0,1
10.46974501090888,90.87209911995028,9.723241935152904,1001.3261294039288,76.16533303200376,3.0,1,weather_forecast_data,1,0,1,0,0
25.44088742689693,99.53836545759228,4.169966409759411,1042.7034112873944,92.79200892164285,3.0,0,weather_forecast_data,0,0,0,0,0
25.302393068060532,83.47032895070379,11.37096111713236,981.9272707599382,17.701665109231847,3.0,0,weather_forecast_data,0,0,0,0,1
25.423349921868923,62.55642489006312,12.732494964166822,999.5947975113892,91.14260153205235,3.0,0,weather_forecast_data,0,0,0,0,1
33.59370196286561,88.37542686178719,2.474866568294325,1036.8236476569737,62.64242471491316,3.0,0,weather_forecast_data,0,1,0,0,0
27.045507477587087,38.42711759162012,11.302946772062697,1039.7254222826552,80.56069161573312,3.0,0,weather_forecast_data,0,0,0,0,1
18.98769751434465,77.82894875121508,1.954974263871032,1046.138477675031,29.55552224361168,3.0,0,weather_forecast_data,0,0,0,0,0
20.925798844983536,66.28364512174038,10.941536046129835,1001.2107890724732,50.01009596293442,3.0,0,weather_forecast_data,0,0,0,0,1
27.44077989818162,42.46461203790029,3.178377820372831,1034.6164909931294,20.895919013419807,3.0,0,weather_forecast_data,0,0,0,0,0
11.505636790731746,98.10535320961498,2.3802709441666603,1048.9591211854186,85.46041335567958,3.0,1,weather_forecast_data,1,0,1,0,0
26.669167886141693,53.69061938451233,2.262001120276733,1016.8904210578228,20.457909251008253,3.0,0,weather_forecast_data,0,0,0,0,0
26.765946740453984,73.07963841743684,18.220506256618137,997.6817402746616,54.83267785773366,3.0,0,weather_forecast_data,0,0,0,0,1
15.259564026846022,91.50159662674665,11.961746349048845,982.7273620778028,41.79132133723797,3.0,0,weather_forecast_data,0,0,0,0,1
13.223157441371333,65.46821907403745,5.003174444042779,1033.1757143948666,4.958951320552152,3.0,0,weather_forecast_data,0,0,1,0,0
17.885708773104597,38.05964951235024,1.4289775598418286,989.7191769106928,41.21476492229073,3.0,0,weather_forecast_data,0,0,0,0,0
19.092769273565565,87.3117359043103,10.72362837024205,1007.0859824501674,78.43974193260598,3.0,1,weather_forecast_data,1,0,0,0,1
24.25491926044699,54.72496369411604,2.896059417536172,1001.6494517157278,52.89325210024439,3.0,0,weather_forecast_data,0,0,0,0,0
20.96503783655801,98.81468082242873,15.568058688090014,1009.1795471067556,30.47968906588412,3.0,0,weather_forecast_data,0,0,0,0,1
34.70934595148066,91.86778125111906,9.922193132036146,1043.4199296452794,44.54133154310441,3.0,0,weather_forecast_data,0,1,0,0,0
12.551120268700702,89.741453334427,14.528977697146797,1009.8163432855304,77.42655997733135,3.0,1,weather_forecast_data,1,0,1,0,1
15.221918902370868,54.93772242765296,7.9145319764028415,1043.8921018836536,66.81537597839832,3.0,0,weather_forecast_data,0,0,0,0,0
14.032737947124907,82.9990844466346,14.046454892407212,1036.37806017905,11.090324122416128,3.0,0,weather_forecast_data,0,0,1,0,1
26.32770813663496,99.04303441011122,13.692287126860244,1000.1864832447952,53.12465781942654,3.0,0,weather_forecast_data,0,0,0,0,1
16.332290063494554,66.84251283659319,11.22832416151407,1002.2662313335932,19.869523899261708,3.0,0,weather_forecast_data,0,0,0,0,1
21.657769321407656,62.95125084686621,16.914792683162588,1005.8890957220998,97.8407309112806,3.0,0,weather_forecast_data,0,0,0,0,1
16.11063980004007,31.02660746804496,11.649471472047535,1022.3953034134072,73.86253730248428,3.0,0,weather_forecast_data,0,0,0,0,1
13.974239591137993,79.01426381144555,11.562208215596446,1027.184376199892,8.100079496575418,3.0,0,weather_forecast_data,0,0,1,0,1
12.759378529107629,90.09342980212978,6.159662146846672,1048.0560884994345,24.822925918601,3.0,0,weather_forecast_data,0,0,1,0,0
26.408239736631835,47.322003025728094,18.630125322351333,1044.8561244447942,7.812567561224593,3.0,0,weather_forecast_data,0,0,0,0,1
13.454573783715343,52.05172039802598,10.342791431075703,1022.8310204997988,37.009635765878265,3.0,0,weather_forecast_data,0,0,1,0,1
14.914559042001336,65.04739149283095,7.834293151471428,983.2367145649378,82.2684554489393,3.0,0,weather_forecast_data,0,0,1,0,0
19.2181292665241,35.04561101530618,10.832845831252351,1018.1715334274892,6.675554834442066,3.0,0,weather_forecast_data,0,0,0,0,1
30.52483074619838,36.27497332691159,2.904842774694749,1008.2548154890944,16.535719938920312,3.0,0,weather_forecast_data,0,1,0,0,0
12.427531894826531,59.47775312216565,5.302504742424096,1018.134510780234,26.744524368225207,3.0,0,weather_forecast_data,0,0,1,0,0
30.9486226874701,48.28532668923951,6.133637243396168,982.8123461281942,62.408030164130025,3.0,0,weather_forecast_data,0,1,0,0,0
12.402460197349075,58.4226111772938,10.303175383626426,1049.7033545199024,97.46834478583918,3.0,0,weather_forecast_data,0,0,1,0,1
34.411486625334895,61.80704086699566,13.910216676155535,983.987085929372,82.27320656705544,3.0,0,weather_forecast_data,0,1,0,0,1
21.71628004119254,98.33913777173828,5.744049242554312,999.0875954033304,20.09265169060389,3.0,0,weather_forecast_data,0,0,0,0,0
34.41902720475843,96.0981874071986,2.715319911777827,985.0486820256598,71.00628066747386,3.0,0,weather_forecast_data,0,1,0,0,0
25.12113799362615,39.78111060778362,11.184363655504804,1018.332777420299,55.63877522380456,3.0,0,weather_forecast_data,0,0,0,0,1
28.481589484957546,91.78101816125724,17.092996627575076,1004.6272807587908,49.162786519733736,3.0,0,weather_forecast_data,0,0,0,0,1
10.979694806358015,35.6144663631055,8.364641727361562,1006.2709889996902,90.83858070043304,3.0,0,weather_forecast_data,0,0,1,0,0
17.07017406441024,65.53448288024279,9.515458178941232,1035.2417264600558,58.8129755949194,3.0,0,weather_forecast_data,0,0,0,0,0
13.004914030329225,41.47369300768358,5.78417024309725,1043.2814080898522,13.720967479296888,3.0,0,weather_forecast_data,0,0,1,0,0
17.403504938053622,55.61245017498538,16.176682466321072,991.5987888181104,16.496779055647835,3.0,0,weather_forecast_data,0,0,0,0,1
12.968192973856102,82.03381579540653,2.413298907684769,999.528385804197,92.19734138855232,3.0,1,weather_forecast_data,1,0,1,0,0
17.9495794848494,59.715383554979496,3.4217743538423395,1013.091003413761,8.020519581616114,3.0,0,weather_forecast_data,0,0,0,0,0
20.35657486286675,86.48659012999336,19.9991322551545,987.9017169099392,13.791411041737966,3.0,0,weather_forecast_data,0,0,0,0,1
11.603687408719608,80.31709977262793,13.644315052590398,1007.0576657436122,65.31136838100272,3.0,1,weather_forecast_data,1,0,1,0,1
27.31180298425049,95.99876123477114,10.96104813153421,1001.146163193042,22.433741140043484,3.0,0,weather_forecast_data,0,0,0,0,1
24.16503635516438,67.39092144101141,15.902158903166244,1044.5383435923402,82.60991034111457,3.0,0,weather_forecast_data,0,0,0,0,1
16.634737273486135,86.15035677914567,19.93764909342883,993.8973884304849,41.60064778713563,3.0,0,weather_forecast_data,0,0,0,0,1
23.08120133666749,52.60349744359363,3.817485617015086,1030.484797865137,48.23998127880385,3.0,0,weather_forecast_data,0,0,0,0,0
12.348512768961042,54.20220915629052,15.82786077515552,995.112524612742,12.863815767692357,3.0,0,weather_forecast_data,0,0,1,0,1
24.398662388904484,58.03573245070538,6.843241651743215,1023.796086513344,2.8163609753353414,3.0,0,weather_forecast_data,0,0,0,0,0
33.23240493940536,58.76410140086623,14.624653699705425,1020.7393509698336,75.92362322417372,3.0,0,weather_forecast_data,0,1,0,0,1
17.96422381128309,37.227725446618216,14.15319455075554,1012.1107004896656,7.398970375480484,3.0,0,weather_forecast_data,0,0,0,0,1
26.68525949909204,66.33692575323045,19.966600855960827,1037.183511152735,64.01590204338349,3.0,0,weather_forecast_data,0,0,0,0,1
13.294946560109803,36.77622534883179,2.2374410367293174,995.5902036064732,53.7531451344345,3.0,0,weather_forecast_data,0,0,1,0,0
27.90818010296414,92.28334950738348,0.0425078963305547,1013.4096156817436,51.84905463875859,3.0,0,weather_forecast_data,0,0,0,0,0
17.235152323680026,34.32913482563052,14.955689292222456,1048.7692320996234,29.968502216307435,3.0,0,weather_forecast_data,0,0,0,0,1
14.57978405017792,61.47861012165161,11.375538365976135,992.8283252501764,75.60286356710962,3.0,0,weather_forecast_data,0,0,1,0,1
24.66282337025208,49.92858464733013,13.817482559233136,1018.180271838826,40.06135513846922,3.0,0,weather_forecast_data,0,0,0,0,1
